	x		f(x)	f'(x) analyt.	f'(x) finite	f''(x) analyt.	f''(x) finite
      0.00	      1.00	     -0.00	     -0.00	     -1.91	     -2.00
      0.00	      1.00	     -0.00	     -0.00	     -2.15	     -2.00
      0.00	      1.00	     -0.00	     -0.00	     -1.79	     -2.00
      0.00	      1.00	     -0.01	     -0.01	     -2.15	     -2.00
      0.00	      1.00	     -0.01	     -0.01	     -2.03	     -2.00
      0.01	      1.00	     -0.01	     -0.01	     -1.91	     -2.00
      0.01	      1.00	     -0.01	     -0.01	     -2.03	     -2.00
      0.01	      1.00	     -0.02	     -0.01	     -2.03	     -2.00
      0.01	      1.00	     -0.02	     -0.02	     -1.91	     -2.00
      0.01	      1.00	     -0.02	     -0.02	     -2.15	     -2.00
      0.01	      1.00	     -0.02	     -0.02	     -1.91	     -2.00
      0.01	      1.00	     -0.02	     -0.02	     -2.03	     -2.00
      0.01	      1.00	     -0.03	     -0.02	     -2.03	     -2.00
      0.01	      1.00	     -0.03	     -0.03	     -1.91	     -2.00
      0.01	      1.00	     -0.03	     -0.03	     -2.03	     -2.00
      0.02	      1.00	     -0.03	     -0.03	     -2.03	     -2.00
      0.02	      1.00	     -0.03	     -0.03	     -2.03	     -2.00
      0.02	      1.00	     -0.04	     -0.03	     -2.03	     -2.00
      0.02	      1.00	     -0.04	     -0.04	     -1.85	     -2.00
      0.02	      1.00	     -0.04	     -0.04	     -2.09	     -2.00
      0.02	      1.00	     -0.04	     -0.04	     -2.03	     -2.00
      0.02	      1.00	     -0.04	     -0.04	     -2.03	     -2.00
      0.02	      1.00	     -0.04	     -0.04	     -1.91	     -2.00
      0.02	      1.00	     -0.05	     -0.05	     -2.15	     -2.00
      0.02	      1.00	     -0.05	     -0.05	     -1.85	     -2.00
      0.03	      1.00	     -0.05	     -0.05	     -1.97	     -2.00
      0.03	      1.00	     -0.05	     -0.05	     -2.15	     -2.00
      0.03	      1.00	     -0.05	     -0.05	     -1.85	     -2.00
      0.03	      1.00	     -0.06	     -0.06	     -2.09	     -2.00
      0.03	      1.00	     -0.06	     -0.06	     -2.03	     -2.00
      0.03	      1.00	     -0.06	     -0.06	     -1.97	     -2.00
      0.03	      1.00	     -0.06	     -0.06	     -1.97	     -2.00
      0.03	      1.00	     -0.06	     -0.06	     -1.97	     -2.00
      0.03	      1.00	     -0.07	     -0.07	     -2.03	     -2.00
      0.03	      1.00	     -0.07	     -0.07	     -2.09	     -2.00
      0.03	      1.00	     -0.07	     -0.07	     -1.85	     -2.00
      0.04	      1.00	     -0.07	     -0.07	     -2.15	     -1.99
      0.04	      1.00	     -0.07	     -0.07	     -1.91	     -1.99
      0.04	      1.00	     -0.08	     -0.08	     -1.91	     -1.99
      0.04	      1.00	     -0.08	     -0.08	     -2.15	     -1.99
      0.04	      1.00	     -0.08	     -0.08	     -1.91	     -1.99
      0.04	      1.00	     -0.08	     -0.08	     -2.03	     -1.99
      0.04	      1.00	     -0.08	     -0.08	     -2.03	     -1.99
      0.04	      1.00	     -0.09	     -0.09	     -1.97	     -1.99
      0.04	      1.00	     -0.09	     -0.09	     -1.97	     -1.99
      0.04	      1.00	     -0.09	     -0.09	     -1.97	     -1.99
      0.05	      1.00	     -0.09	     -0.09	     -2.09	     -1.99
      0.05	      1.00	     -0.09	     -0.09	     -1.97	     -1.99
      0.05	      1.00	     -0.10	     -0.10	     -1.91	     -1.99
      0.05	      1.00	     -0.10	     -0.10	     -2.03	     -1.99
      0.05	      1.00	     -0.10	     -0.10	     -2.03	     -1.99
      0.05	      1.00	     -0.10	     -0.10	     -1.97	     -1.99
      0.05	      1.00	     -0.10	     -0.10	     -1.97	     -1.99
      0.05	      1.00	     -0.11	     -0.11	     -1.97	     -1.99
      0.05	      1.00	     -0.11	     -0.11	     -2.09	     -1.99
      0.05	      1.00	     -0.11	     -0.11	     -1.97	     -1.99
      0.06	      1.00	     -0.11	     -0.11	     -1.91	     -1.99
      0.06	      1.00	     -0.11	     -0.11	     -2.03	     -1.99
      0.06	      1.00	     -0.12	     -0.12	     -1.97	     -1.99
      0.06	      1.00	     -0.12	     -0.12	     -2.09	     -1.99
      0.06	      1.00	     -0.12	     -0.12	     -1.85	     -1.99
      0.06	      1.00	     -0.12	     -0.12	     -2.03	     -1.99
      0.06	      1.00	     -0.12	     -0.12	     -2.03	     -1.98
      0.06	      1.00	     -0.13	     -0.13	     -2.03	     -1.98
      0.06	      1.00	     -0.13	     -0.13	     -1.85	     -1.98
      0.06	      1.00	     -0.13	     -0.13	     -2.03	     -1.98
      0.07	      1.00	     -0.13	     -0.13	     -2.09	     -1.98
      0.07	      1.00	     -0.13	     -0.13	     -1.91	     -1.98
      0.07	      1.00	     -0.14	     -0.14	     -1.97	     -1.98
      0.07	      1.00	     -0.14	     -0.14	     -1.97	     -1.98
      0.07	      1.00	     -0.14	     -0.14	     -2.09	     -1.98
      0.07	      0.99	     -0.14	     -0.14	     -1.91	     -1.98
      0.07	      0.99	     -0.14	     -0.14	     -1.97	     -1.98
      0.07	      0.99	     -0.15	     -0.15	     -1.97	     -1.98
      0.07	      0.99	     -0.15	     -0.15	     -2.03	     -1.98
      0.07	      0.99	     -0.15	     -0.15	     -1.91	     -1.98
      0.08	      0.99	     -0.15	     -0.15	     -2.03	     -1.98
      0.08	      0.99	     -0.15	     -0.15	     -1.97	     -1.98
      0.08	      0.99	     -0.16	     -0.16	     -2.03	     -1.98
      0.08	      0.99	     -0.16	     -0.16	     -1.85	     -1.98
      0.08	      0.99	     -0.16	     -0.16	     -2.21	     -1.97
      0.08	      0.99	     -0.16	     -0.16	     -1.73	     -1.97
      0.08	      0.99	     -0.16	     -0.16	     -2.09	     -1.97
      0.08	      0.99	     -0.17	     -0.17	     -1.91	     -1.97
      0.08	      0.99	     -0.17	     -0.17	     -2.03	     -1.97
      0.08	      0.99	     -0.17	     -0.17	     -2.03	     -1.97
      0.09	      0.99	     -0.17	     -0.17	     -1.85	     -1.97
      0.09	      0.99	     -0.17	     -0.17	     -2.03	     -1.97
      0.09	      0.99	     -0.18	     -0.18	     -1.97	     -1.97
      0.09	      0.99	     -0.18	     -0.18	     -2.03	     -1.97
      0.09	      0.99	     -0.18	     -0.18	     -1.91	     -1.97
      0.09	      0.99	     -0.18	     -0.18	     -1.97	     -1.97
      0.09	      0.99	     -0.18	     -0.18	     -2.03	     -1.97
      0.09	      0.99	     -0.19	     -0.18	     -1.85	     -1.97
      0.09	      0.99	     -0.19	     -0.19	     -2.03	     -1.96
